tile_id,tile_name,image_path,metadata_path,valid_mask_path,source,crs,col_off,row_off,width,height,valid_ratio
93,Astana_1_tile_00093,data/tiles/astana/Astana_1/images/Astana_1_tile_00093.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00093.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00093_valid.png,Astana_1.tif,EPSG:4326,8064,6272,1024,1024,1.0
94,Astana_1_tile_00094,data/tiles/astana/Astana_1/images/Astana_1_tile_00094.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00094.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00094_valid.png,Astana_1.tif,EPSG:4326,8960,6272,1024,1024,1.0
95,Astana_1_tile_00095,data/tiles/astana/Astana_1/images/Astana_1_tile_00095.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00095.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00095_valid.png,Astana_1.tif,EPSG:4326,9856,6272,753,1024,1.0
96,Astana_1_tile_00096,data/tiles/astana/Astana_1/images/Astana_1_tile_00096.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00096.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00096_valid.png,Astana_1.tif,EPSG:4326,0,7168,1024,1024,1.0
97,Astana_1_tile_00097,data/tiles/astana/Astana_1/images/Astana_1_tile_00097.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00097.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00097_valid.png,Astana_1.tif,EPSG:4326,896,7168,1024,1024,1.0
98,Astana_1_tile_00098,data/tiles/astana/Astana_1/images/Astana_1_tile_00098.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00098.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00098_valid.png,Astana_1.tif,EPSG:4326,1792,7168,1024,1024,1.0
99,Astana_1_tile_00099,data/tiles/astana/Astana_1/images/Astana_1_tile_00099.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00099.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00099_valid.png,Astana_1.tif,EPSG:4326,2688,7168,1024,1024,1.0
100,Astana_1_tile_00100,data/tiles/astana/Astana_1/images/Astana_1_tile_00100.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00100.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00100_valid.png,Astana_1.tif,EPSG:4326,3584,7168,1024,1024,1.0
101,Astana_1_tile_00101,data/tiles/astana/Astana_1/images/Astana_1_tile_00101.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00101.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00101_valid.png,Astana_1.tif,EPSG:4326,4480,7168,1024,1024,1.0
102,Astana_1_tile_00102,data/tiles/astana/Astana_1/images/Astana_1_tile_00102.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00102.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00102_valid.png,Astana_1.tif,EPSG:4326,5376,7168,1024,1024,1.0
103,Astana_1_tile_00103,data/tiles/astana/Astana_1/images/Astana_1_tile_00103.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00103.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00103_valid.png,Astana_1.tif,EPSG:4326,6272,7168,1024,1024,1.0
104,Astana_1_tile_00104,data/tiles/astana/Astana_1/images/Astana_1_tile_00104.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00104.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00104_valid.png,Astana_1.tif,EPSG:4326,7168,7168,1024,1024,1.0
105,Astana_1_tile_00105,data/tiles/astana/Astana_1/images/Astana_1_tile_00105.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00105.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00105_valid.png,Astana_1.tif,EPSG:4326,8064,7168,1024,1024,1.0
106,Astana_1_tile_00106,data/tiles/astana/Astana_1/images/Astana_1_tile_00106.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00106.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00106_valid.png,Astana_1.tif,EPSG:4326,8960,7168,1024,1024,1.0
107,Astana_1_tile_00107,data/tiles/astana/Astana_1/images/Astana_1_tile_00107.png,data/tiles/astana/Astana_1/metadata/Astana_1_tile_00107.json,data/tiles/astana/Astana_1/valid_masks/Astana_1_tile_00107_valid.png,Astana_1.tif,EPSG:4326,9856,7168,753,1024,1.0
